;CowCode;Date;Customer number;BW Delta Process: Up;Base price;Price Modifier Fat;Subsidy Area;Farm Price Per Liter;Content Bacteria Cou;Content Lactose Perc;Income Per Day Per C;Subsidy Per Liter;Price Modifier Prote;Record Update Date;Records source;Sample Type;Record Insert Date;Cow Name;Price High;Days Milking;Average daily milkin;Average daily produc;Content Cell count;Content fat percent;Content fat per prot;Content protein perc;Content urea percent;Farm average product;Feeding total;Content Freezing Poi;Content FFA;Content VHBI;Content Fat Per Prot;Feeding minutes tota;Feed per milk ratio;Feed usage percent f;Feed usage percent f;Leftover total;Milking Last 24 hour;Production change;Production today;Production Yesterday;Passess Last 24 h;Total today;Total production fro;Max Analysis date;Analyis Date;Price date;Last Content Cell Co;Last Content Fat Per;Last Content Protein;Last Content Urea Pe;Weight average;Production period;Price Low;Price Average;Purchased feed cost;Weight Average Diffe;Feeding forecast
161;124,Manna,Hiehot 2,0,,,,,0.0,0,;20170122;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
162;124,Manna,Hiehot 2,0,,,,,0.0,0,;20170123;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
163;124,Manna,Hiehot 2,0,,,,,0.0,0,;20170124;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
164;125,Mambo,Hiehot 2,0,,,,,0.0,0,;20170120;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
165;125,Mambo,Hiehot 2,0,,,,,0.0,0,;20170121;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
166;125,Mambo,Hiehot 2,0,,,,,0.0,0,;20170122;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
167;125,Mambo,Hiehot 2,0,,,,,0.0,0,;20170123;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
168;125,Mambo,Hiehot 2,0,,,,,0.0,0,;20170124;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
169;126,Meirami,Hiehot 2,0,,,,,0.0,0,;20170120;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
170;126,Meirami,Hiehot 2,0,,,,,0.0,0,;20170121;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
171;126,Meirami,Hiehot 2,0,,,,,0.0,0,;20170122;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
172;126,Meirami,Hiehot 2,0,,,,,0.0,0,;20170123;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
173;126,Meirami,Hiehot 2,0,,,,,0.0,0,;20170124;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
174;127,Melodia,Hiehot 2,0,,,,,0.0,0,;20170120;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
175;127,Melodia,Hiehot 2,0,,,,,0.0,0,;20170121;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
176;127,Melodia,Hiehot 2,0,,,,,0.0,0,;20170122;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
177;127,Melodia,Hiehot 2,0,,,,,0.0,0,;20170123;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
178;130,Misteli,Hiehot 2,0,,,,,0.0,0,;20170120;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
179;130,Misteli,Hiehot 2,0,,,,,0.0,0,;20170121;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
180;130,Misteli,Hiehot 2,0,,,,,0.0,0,;20170122;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
181;130,Misteli,Hiehot 2,0,,,,,0.0,0,;20170123;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
182;130,Misteli,Hiehot 2,0,,,,,0.0,0,;20170124;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
183;131,Minni,Hiehot 2,0,,,,,0.0,0,;20170120;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
184;131,Minni,Hiehot 2,0,,,,,0.0,0,;20170121;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
185;131,Minni,Hiehot 2,0,,,,,0.0,0,;20170122;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
186;131,Minni,Hiehot 2,0,,,,,0.0,0,;20170123;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
187;131,Minni,Hiehot 2,0,,,,,0.0,0,;20170124;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
188;132,Nelly,Hiehot 2,0,,,,,0.0,0,;20170120;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
189;132,Nelly,Hiehot 2,0,,,,,0.0,0,;20170121;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
190;132,Nelly,Hiehot 2,0,,,,,0.0,0,;20170122;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
191;132,Nelly,Hiehot 2,0,,,,,0.0,0,;20170123;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
192;132,Nelly,Hiehot 2,0,,,,,0.0,0,;20170124;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
193;134,Nätti,Hiehot 2,0,,,,,0.0,0,;20170120;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
194;134,Nätti,Hiehot 2,0,,,,,0.0,0,;20170121;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
195;134,Nätti,Hiehot 2,0,,,,,0.0,0,;20170122;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
196;134,Nätti,Hiehot 2,0,,,,,0.0,0,;20170123;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
197;134,Nätti,Hiehot 2,0,,,,,0.0,0,;20170124;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
198;135,Nuppu,Hiehot 2,0,,,,,0.0,0,;20170120;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
199;135,Nuppu,Hiehot 2,0,,,,,0.0,0,;20170121;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
200;135,Nuppu,Hiehot 2,0,,,,,0.0,0,;20170122;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
201;135,Nuppu,Hiehot 2,0,,,,,0.0,0,;20170123;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
202;135,Nuppu,Hiehot 2,0,,,,,0.0,0,;20170124;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
203;136,Nimmu,Hiehot 2,0,,,,,0.0,0,;20170120;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
204;136,Nimmu,Hiehot 2,0,,,,,0.0,0,;20170121;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
205;136,Nimmu,Hiehot 2,0,,,,,0.0,0,;20170122;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
206;136,Nimmu,Hiehot 2,0,,,,,0.0,0,;20170123;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
207;136,Nimmu,Hiehot 2,0,,,,,0.0,0,;20170124;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
208;138,Nokia,Hiehot 2,0,,,,,0.0,0,;20170120;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
209;138,Nokia,Hiehot 2,0,,,,,0.0,0,;20170121;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
210;138,Nokia,Hiehot 2,0,,,,,0.0,0,;20170122;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
211;138,Nokia,Hiehot 2,0,,,,,0.0,0,;20170123;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
212;138,Nokia,Hiehot 2,0,,,,,0.0,0,;20170124;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
213;139,Näky,Hiehot 2,0,,,,,0.0,0,;20170120;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
214;139,Näky,Hiehot 2,0,,,,,0.0,0,;20170121;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
215;139,Näky,Hiehot 2,0,,,,,0.0,0,;20170122;95096;;0.35;0.0025;C1;0.0;0.0;0.0;0.0;0.079;0.006999999999999999;0;dr;;0;;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0435;0.0351;24.0;0.0;0;0.0;0.0;0.0;0.0;0.0
